127.0.0.1 - - [20/Jul/2018:10:12:07 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:13:10 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 10819
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:13:10 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 10819
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:13:14 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:13:40 +0530] "GET /Application/Admin/NewIndex.jsp HTTP/1.1" 200 13432
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:13:41 +0530] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:34:49 +0530] "GET /Application/Admin/Reportpiuinitiate.jsp HTTP/1.1" 200 38736
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:39:44 +0530] "GET /Application/Admin/user_index.jsp HTTP/1.1" 200 13451
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:39:46 +0530] "POST /Application/Admin/user_index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:39:51 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 22549
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:55:14 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 21747
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:57:29 +0530] "GET /Application/Admin/showLocation.jsp?code=1&projectid=30&doctype=CRS%20papers%20for%20Major%20Sanction HTTP/1.1" 200 1612
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:57:45 +0530] "GET /Application/Admin/Check_DocName.jsp?ver=Do&projid=30 HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:57:45 +0530] "GET /Application/Admin/Check_DocName.jsp?ver=D&projid=30 HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:57:45 +0530] "GET /Application/Admin/Check_DocName.jsp?ver=D&projid=30 HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:57:45 +0530] "GET /Application/Admin/Check_DocName.jsp?ver=Doc&projid=30 HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:57:46 +0530] "GET /Application/Admin/Check_DocName.jsp?ver=Doc1&projid=30 HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:58:13 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=1 HTTP/1.1" 200 539
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:58:29 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=75 HTTP/1.1" 200 539
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:58:36 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=23 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:58:43 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=23.064 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:58:48 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=88 HTTP/1.1" 200 531
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:00 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=74 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:10 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=19 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:15 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=72 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:29 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=18 HTTP/1.1" 200 539
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:37 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=18.97 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:40 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=18.96 HTTP/1.1" 200 539
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:44 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=18.97 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:51 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=71 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:10:59:55 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=77 HTTP/1.1" 200 531
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:03 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=71 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:10 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=78 HTTP/1.1" 200 531
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:24 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=74.01 HTTP/1.1" 200 531
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:28 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=74.00 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:39 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=72.00 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:43 +0530] "GET /Application/Admin/showLocation.jsp?code=3&projectid=30&majsec=Harlapur-Hebsur&Km=72.97 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:45 +0530] "POST /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:46 +0530] "GET /Application/Admin/forwardingUser.jsp?document_id=1708&HierType=Both&Zone_String=SWR&Division_String=Hubli&DType=CRS+papers+for+Major+Sanction&both=true&initatedfrm=create&submitiondate=20%2f07%2f2018 HTTP/1.1" 200 18675
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:46 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:46 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:47 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:47 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:00:47 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 22916
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:02:07 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:02:07 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:04 +0530] "GET /Application/Admin/forwardingUser.jsp?division1=&stage=first&users=&HierType=Both&Zone_String=SWR&Division_String=Hubli&DType=CRS+papers+for+Major+Sanction&document_id=1708&initatedfrm1=create&submitiondate1=20%2F07%2F2018&useriddiv=ADRM%2F1%2FSWR%2FUBL&divisionnumber=2&useriddiv=DEN%2FHQ%2FUBL&divisionnumber=3&useriddiv=DRM%2FUBL&divisionnumber=4&useriddiv=Sr%2FDCM%2FUBL&divisionnumber=0&useridzon=AGM%2FSWR&zonenumber=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:05 +0530] "GET /Application/Admin/forwarding_usr.jsp?document_id=1708&submitiondate=20%2f07%2f2018&initatedfrm=create HTTP/1.1" 200 7510
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:05 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:05 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:06 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:06 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:33 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:05:33 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:37 +0530] "GET /Application/Admin/Updatechange.jsp?doc_id=1708 HTTP/1.1" 200 1409
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:37 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:37 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:41 +0530] "GET /Application/Admin/forwarding_usr.jsp?document_id=1708&stage=first&user_id=ADRM%2F1%2FSWR%2FUBL&Submitted_by=957&Submition_date=20%2F07%2F2018&initatedfrm1=create&daysfinal=&userid=ADRM%2F1%2FSWR%2FUBL HTTP/1.1" 200 6311
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:41 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:41 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:42 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:42 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:42 +0530] "GET /Application/Admin/forwarding_usr.jsp?document_id=&stage=second&user_id=&Submitted_by=&Submition_date=&initatedfrm1=&daysfinal= HTTP/1.1" 200 6173
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:42 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:42 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:42 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:06:42 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:07:41 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:07 +0530] "GET /Application/Admin/forwardingUser.jsp?document_id=1708&HierType=Both&Division_String=Hubli&DType=CRS%20papers%20for%20Major%20Sanction&initatedfrm=recreate HTTP/1.1" 200 17959
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:08 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:08 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:08 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:08 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:08 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:20 +0530] "GET /Application/Admin/forwardingUser.jsp?division1=&stage=first&users=&HierType=Both&Zone_String=null&Division_String=Hubli&DType=CRS+papers+for+Major+Sanction&document_id=1708&initatedfrm1=recreate&submitiondate1=null&useriddiv=ADRM%2F1%2FSWR%2FUBL&divisionnumber=2&useriddiv=DEN%2FHQ%2FUBL&divisionnumber=3&useriddiv=DRM%2FUBL&divisionnumber=4&useriddiv=Sr%2FDCM%2FUBL&divisionnumber=1&useridzon=AGM%2FSWR&zonenumber=2 HTTP/1.1" 200 9300
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:20 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:20 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:20 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:20 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:20 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:33 +0530] "GET /Application/Admin/forwardingUser.jsp?document_id=1708&HierType=Both&Division_String=Hubli&DType=CRS%20papers%20for%20Major%20Sanction&initatedfrm=recreate HTTP/1.1" 200 17959
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:33 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:33 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:33 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:33 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:34 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:44 +0530] "GET /Application/Admin/C_documents1.jsp?Document_Map_ID=1708 HTTP/1.1" 200 19780
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:44 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:44 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:44 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:44 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
