127.0.0.1 - - [20/Jul/2018:10:12:07 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:59 +0530] "GET /Application/Admin/showLocation.jsp?code=2&projectid=30&majsec=Harlapur-Hebsur&Km=22.97 HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:14:59 +0530] "POST /Application/Admin/modifydata.jsp HTTP/1.1" 200 4635
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:00 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:00 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:03 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:09 +0530] "GET /Application/Admin/C_documents1.jsp?Document_Map_ID=1708 HTTP/1.1" 200 19780
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:09 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:09 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:09 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:09 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:17 +0530] "GET /Application/Admin/forwardingUser.jsp?document_id=1708&HierType=Both&Division_String=Hubli&DType=CRS%20papers%20for%20Major%20Sanction&initatedfrm=recreate HTTP/1.1" 200 17959
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:17 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:17 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:17 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:17 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:15:17 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:38:04 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:38:04 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:45:18 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:45:22 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:45:41 +0530] "GET /Application/Admin/NewIndex.jsp HTTP/1.1" 200 13432
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:45:59 +0530] "GET /Application/Admin/user_Project.jsp HTTP/1.1" 200 11391
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:46:11 +0530] "GET /Application/Admin/user_index.jsp HTTP/1.1" 200 13451
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:07 +0530] "POST /Application/Admin/user_index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:07 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:14 +0530] "GET /Application/Admin/forwardingUser.jsp?document_id=1708&HierType=Both&Division_String=Hubli&DType=CRS%20papers%20for%20Major%20Sanction&initatedfrm=recreate HTTP/1.1" 200 17959
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:14 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:14 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:14 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:14 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:11:56:15 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:16:14 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.css HTTP/1.1" 404 1061
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:16:14 +0530] "GET /Application/Admin/resources/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 1069
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:26:15 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:26:15 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:38:53 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:39:17 +0530] "GET /Application/Admin/NewIndex.jsp HTTP/1.1" 200 13432
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:45:25 +0530] "GET /Application/Admin/user_index.jsp HTTP/1.1" 200 13451
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:45:54 +0530] "POST /Application/Admin/user_index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:45:55 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:12:56:16 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:15:55 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:15:55 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:22:15 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:22:38 +0530] "GET /Application/Admin/NewIndex.jsp HTTP/1.1" 200 13432
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:31:23 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:31:48 +0530] "GET /Application/Admin/NewIndex.jsp HTTP/1.1" 200 13432
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:41:25 +0530] "GET /Application/Admin/user_index.jsp HTTP/1.1" 200 13451
0:0:0:0:0:0:0:1 - - [20/Jul/2018:13:52:40 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:14:55:16 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 10819
0:0:0:0:0:0:0:1 - - [20/Jul/2018:14:55:16 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 10819
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:06:16 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:06:21 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:06:41 +0530] "GET /Application/Admin/NewIndex.jsp HTTP/1.1" 200 13432
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:07:06 +0530] "GET /Application/Admin/NewIndex.jsp HTTP/1.1" 200 13432
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:24:01 +0530] "GET /Application/Admin/user_index.jsp HTTP/1.1" 200 13451
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:24:07 +0530] "POST /Application/Admin/user_index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:24:07 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:37:06 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:42:51 +0530] "GET /Application/Admin/c_document.jsp?projectid=30&packageid=53&userid=957&zoneString=~SWR&divisionString=~Hubli HTTP/1.1" 200 23111
0:0:0:0:0:0:0:1 - - [20/Jul/2018:15:42:51 +0530] "GET /Application/Admin/admn_login.jsp HTTP/1.1" 200 11199
0:0:0:0:0:0:0:1 - - [20/Jul/2018:16:08:27 +0530] "POST /Application/Admin/login_success.jsp HTTP/1.1" 302 -
